ticker,exchange,assetType,priceCurrency,startDate,endDate
000001,SHE,Stock,CNY,2007-01-04,2021-05-10
000002,SHE,Stock,CNY,2007-01-04,2021-05-10
000003,SHE,Stock,CNY,,
000004,SHE,Stock,CNY,2007-08-31,2021-05-10
000005,SHE,Stock,CNY,2007-08-31,2021-05-10
000006,SHE,Stock,CNY,2007-01-04,2021-05-10
000007,SHE,Stock,CNY,2007-08-31,2021-05-10
000008,SHE,Stock,CNY,2007-01-04,2021-05-10
000009,SHE,Stock,CNY,2007-01-05,2021-05-10
000010,SHE,Stock,CNY,2007-08-31,2021-05-10
000011,SHE,Stock,CNY,2007-01-04,2021-05-10
000012,SHE,Stock,CNY,2007-01-04,2021-05-10
000013,SHE,Stock,CNY,,
000014,SHE,Stock,CNY,2007-01-04,2021-05-10
000015,SHE,Stock,CNY,,
000016,SHE,Stock,CNY,2007-01-04,2021-05-10
000017,SHE,Stock,CNY,2010-03-18,2021-05-10
000018,SHE,Stock,CNY,2007-08-31,2020-01-06
000019,SHE,Stock,CNY,2007-10-12,2021-05-10
000020,SHE,Stock,CNY,2007-08-31,2021-05-10
000021,SHE,Stock,CNY,2007-01-04,2021-05-10
000022,SHE,Stock,CNY,2018-07-10,2018-12-20
000023,SHE,Stock,CNY,2007-01-04,2021-05-10
000024,SHE,Stock,CNY,,
000025,SHE,Stock,CNY,2007-01-04,2021-05-10
000026,SHE,Stock,CNY,2007-01-04,2021-05-10
000027,SHE,Stock,CNY,2007-01-04,2021-05-10
000028,SHE,Stock,CNY,2007-01-04,2021-05-10
000029,SHE,Stock,CNY,2007-08-31,2021-05-10
000030,SHE,Stock,CNY,2007-01-04,2021-05-10
000031,SHE,Stock,CNY,2007-08-31,2021-05-10
000032,SHE,Stock,CNY,2007-01-04,2021-05-10
000033,SHE,Stock,CNY,2007-08-31,2017-07-06
000034,SHE,Stock,CNY,2007-08-31,2021-05-10
000035,SHE,Stock,CNY,2007-09-28,2021-05-10
000036,SHE,Stock,CNY,2007-01-04,2021-05-10
000037,SHE,Stock,CNY,2007-01-04,2021-05-10
000038,SHE,Stock,CNY,2013-02-08,2021-05-10
000039,SHE,Stock,CNY,2007-01-04,2021-05-10
000040,SHE,Stock,CNY,2007-08-31,2021-05-10
000042,SHE,Stock,CNY,2007-01-04,2021-05-10
000043,SHE,Stock,CNY,2018-01-01,2019-12-13
000045,SHE,Stock,CNY,2007-08-31,2021-05-10
000046,SHE,Stock,CNY,2007-01-04,2021-05-10
000047,SHE,Stock,CNY,,
000048,SHE,Stock,CNY,2007-01-04,2021-05-10
000049,SHE,Stock,CNY,2007-01-04,2021-05-10
000050,SHE,Stock,CNY,2007-01-04,2021-05-10
000055,SHE,Stock,CNY,2007-01-04,2021-05-10
000056,SHE,Stock,CNY,2007-08-31,2021-05-10
000058,SHE,Stock,CNY,2007-01-04,2021-05-10
000059,SHE,Stock,CNY,2007-01-04,2021-05-10
000060,SHE,Stock,CNY,2007-01-04,2021-05-10
000061,SHE,Stock,CNY,2007-10-12,2021-05-10
000062,SHE,Stock,CNY,2007-01-04,2021-05-10
000063,SHE,Stock,CNY,2007-01-04,2021-05-10
000065,SHE,Stock,CNY,2007-01-04,2021-05-10
000066,SHE,Stock,CNY,2007-08-30,2021-05-10
000068,SHE,Stock,CNY,2007-08-30,2021-05-10
000069,SHE,Stock,CNY,2007-01-04,2021-05-10
000070,SHE,Stock,CNY,2007-01-04,2021-05-10
000078,SHE,Stock,CNY,2007-08-30,2021-05-10
000088,SHE,Stock,CNY,2007-01-04,2021-05-10
000089,SHE,Stock,CNY,2007-01-04,2021-05-10
000090,SHE,Stock,CNY,2007-01-04,2021-05-10
000096,SHE,Stock,CNY,2007-01-04,2021-05-10
000099,SHE,Stock,CNY,2007-01-04,2021-05-10
000100,SHE,Stock,CNY,2007-01-04,2021-05-10
000150,SHE,Stock,CNY,2007-11-02,2021-05-10
000151,SHE,Stock,CNY,2007-01-04,2021-05-10
000153,SHE,Stock,CNY,2007-08-30,2021-05-10
000155,SHE,Stock,CNY,2007-08-30,2021-05-10
000156,SHE,Stock,CNY,2012-10-19,2021-05-10
000157,SHE,Stock,CNY,2007-01-04,2021-05-10
000158,SHE,Stock,CNY,2007-08-30,2021-05-10
000159,SHE,Stock,CNY,2007-01-05,2021-05-10
000166,SHE,Stock,CNY,2015-01-26,2021-05-10
0001753539,NYSE,Stock,USD,,
000301,SHE,Stock,CNY,2007-09-03,2021-04-23
000333,SHE,Stock,CNY,2013-09-18,2021-05-10
000338,SHE,Stock,CNY,2007-04-30,2021-05-10
000400,SHE,Stock,CNY,2007-08-30,2021-05-10
000401,SHE,Stock,CNY,2007-01-04,2021-05-10
000402,SHE,Stock,CNY,2007-01-04,2021-05-10
000403,SHE,Stock,CNY,2013-02-08,2021-05-10
000404,SHE,Stock,CNY,2007-08-30,2021-05-10
000405,SHE,Stock,CNY,,
000406,SHE,Stock,CNY,,
000407,SHE,Stock,CNY,2007-01-04,2021-05-10
000408,SHE,Stock,CNY,2007-08-30,2021-05-10
000409,SHE,Stock,CNY,2007-08-30,2021-05-10
000410,SHE,Stock,CNY,2007-01-04,2021-05-10
000411,SHE,Stock,CNY,2007-01-04,2021-05-10
000412,SHE,Stock,CNY,,
000413,SHE,Stock,CNY,2007-08-30,2021-05-10
000415,SHE,Stock,CNY,2007-08-30,2021-05-10
000416,SHE,Stock,CNY,2007-01-04,2021-05-10
000417,SHE,Stock,CNY,2007-01-04,2021-05-10
000418,SHE,Stock,CNY,2007-08-31,2019-05-07
000419,SHE,Stock,CNY,2007-08-30,2021-05-10
000420,SHE,Stock,CNY,2007-08-30,2021-05-10
000421,SHE,Stock,CNY,2007-08-30,2021-05-10
000422,SHE,Stock,CNY,2007-08-30,2021-05-10
000423,SHE,Stock,CNY,2007-05-10,2021-05-10
000425,SHE,Stock,CNY,2007-01-04,2021-05-10
000426,SHE,Stock,CNY,2007-08-30,2021-05-10
000428,SHE,Stock,CNY,2007-08-30,2021-05-10
000429,SHE,Stock,CNY,2007-01-04,2021-05-10
000430,SHE,Stock,CNY,2007-08-30,2021-05-10
000488,SHE,Stock,CNY,2007-01-04,2021-05-10
000498,SHE,Stock,CNY,2007-01-04,2021-05-10
000501,SHE,Stock,CNY,2007-01-04,2021-05-10
000502,SHE,Stock,CNY,2007-08-30,2021-05-10
000503,SHE,Stock,CNY,2007-08-30,2021-05-10
000504,SHE,Stock,CNY,2007-08-30,2021-05-10
000505,SHE,Stock,CNY,2007-08-30,2021-05-10
000506,SHE,Stock,CNY,2009-06-05,2021-05-10
000507,SHE,Stock,CNY,2007-01-04,2021-05-10
000508,SHE,Stock,CNY,,
000509,SHE,Stock,CNY,2007-08-30,2021-05-10
000510,SHE,Stock,CNY,2007-08-30,2021-05-10
000511,SHE,Stock,CNY,2007-08-30,2018-07-17
000513,SHE,Stock,CNY,2007-01-04,2021-05-10
000514,SHE,Stock,CNY,2007-01-04,2021-05-10
000515,SHE,Stock,CNY,,
000516,SHE,Stock,CNY,2007-08-30,2021-05-10
000517,SHE,Stock,CNY,2009-09-11,2021-05-10
000518,SHE,Stock,CNY,2007-08-30,2021-05-10
000519,SHE,Stock,CNY,2007-08-30,2021-05-10
000520,SHE,Stock,CNY,2015-08-18,2021-05-10
000521,SHE,Stock,CNY,2007-08-30,2021-05-10
000522,SHE,Stock,CNY,,
000523,SHE,Stock,CNY,2007-01-04,2021-05-10
000524,SHE,Stock,CNY,2007-01-04,2021-05-10
000525,SHE,Stock,CNY,2007-08-30,2021-05-10
000526,SHE,Stock,CNY,2007-08-30,2021-05-10
000527,SHE,Stock,CNY,,
000528,SHE,Stock,CNY,2007-01-04,2021-05-10
000529,SHE,Stock,CNY,2009-09-11,2021-05-10
000530,SHE,Stock,CNY,2007-01-04,2021-05-10
000531,SHE,Stock,CNY,2007-01-04,2021-05-10
000532,SHE,Stock,CNY,2007-08-30,2021-05-10
000533,SHE,Stock,CNY,2007-08-30,2021-05-10
000534,SHE,Stock,CNY,2007-01-04,2021-05-10
000535,SHE,Stock,CNY,,
000536,SHE,Stock,CNY,2009-02-04,2021-05-07
000537,SHE,Stock,CNY,2007-01-04,2021-05-10
000538,SHE,Stock,CNY,2007-01-04,2021-05-10
000539,SHE,Stock,CNY,2007-01-04,2021-05-10
000540,SHE,Stock,CNY,2007-08-30,2021-05-10
000541,SHE,Stock,CNY,2007-01-04,2021-05-10
000542,SHE,Stock,CNY,,
000543,SHE,Stock,CNY,2007-01-04,2021-05-10
000544,SHE,Stock,CNY,2007-08-30,2021-05-10
000545,SHE,Stock,CNY,2007-08-30,2021-05-10
000546,SHE,Stock,CNY,2007-08-30,2021-05-10
000547,SHE,Stock,CNY,2007-08-30,2021-05-10
000548,SHE,Stock,CNY,2007-08-30,2021-05-10
000549,SHE,Stock,CNY,,
000550,SHE,Stock,CNY,2007-01-04,2021-05-10
000551,SHE,Stock,CNY,2007-08-30,2021-05-10
000552,SHE,Stock,CNY,2007-01-04,2021-05-10
000553,SHE,Stock,CNY,2007-08-30,2021-05-10
000554,SHE,Stock,CNY,2007-08-30,2021-05-10
000555,SHE,Stock,CNY,2007-01-04,2021-05-10
000556,SHE,Stock,CNY,,
000557,SHE,Stock,CNY,2007-08-30,2021-05-10
000558,SHE,Stock,CNY,2007-08-30,2021-05-10
000559,SHE,Stock,CNY,2007-01-04,2021-05-10
000560,SHE,Stock,CNY,2007-01-04,2021-05-10
000561,SHE,Stock,CNY,2007-08-30,2021-05-10
000562,SHE,Stock,CNY,,
000563,SHE,Stock,CNY,2007-01-04,2021-05-10
000564,SHE,Stock,CNY,2007-08-30,2021-05-10
000565,SHE,Stock,CNY,2007-01-04,2021-05-10
000566,SHE,Stock,CNY,2007-08-30,2021-05-10
000567,SHE,Stock,CNY,2007-08-30,2021-05-10
000568,SHE,Stock,CNY,2007-01-04,2021-05-10
000569,SHE,Stock,CNY,,
000570,SHE,Stock,CNY,2007-08-30,2021-05-10
000571,SHE,Stock,CNY,2007-08-30,2021-05-10
000572,SHE,Stock,CNY,2007-08-30,2021-05-10
000573,SHE,Stock,CNY,2007-01-04,2021-05-10
000576,SHE,Stock,CNY,2007-08-30,2021-05-10
000578,SHE,Stock,CNY,,
000581,SHE,Stock,CNY,2007-01-04,2021-05-10
000582,SHE,Stock,CNY,2007-08-30,2021-05-10
000583,SHE,Stock,CNY,,
000584,SHE,Stock,CNY,2007-08-30,2021-05-10
000585,SHE,Stock,CNY,2007-08-30,2021-05-10
000586,SHE,Stock,CNY,2007-01-04,2021-05-10
000587,SHE,Stock,CNY,2007-08-30,2021-05-10
000588,SHE,Stock,CNY,,
000589,SHE,Stock,CNY,2007-01-04,2021-05-10
000590,SHE,Stock,CNY,2007-08-31,2021-05-10
000591,SHE,Stock,CNY,2007-08-31,2021-05-10
000592,SHE,Stock,CNY,2008-04-14,2021-05-10
000593,SHE,Stock,CNY,2007-08-30,2021-05-10
000594,SHE,Stock,CNY,,
000595,SHE,Stock,CNY,2007-08-30,2021-05-10
000596,SHE,Stock,CNY,2007-01-04,2021-05-10
000597,SHE,Stock,CNY,2007-01-04,2021-05-10
000598,SHE,Stock,CNY,2007-08-30,2021-05-10
000599,SHE,Stock,CNY,2007-01-04,2021-05-10
000600,SHE,Stock,CNY,2007-01-04,2021-05-10
000601,SHE,Stock,CNY,2007-01-04,2021-05-10
000602,SHE,Stock,CNY,,
000603,SHE,Stock,CNY,2007-08-30,2021-05-10
000605,SHE,Stock,CNY,2007-01-04,2021-05-10
000606,SHE,Stock,CNY,2007-08-30,2021-05-10
000607,SHE,Stock,CNY,2007-08-30,2021-05-10
000608,SHE,Stock,CNY,2007-08-30,2021-05-10
000609,SHE,Stock,CNY,2007-08-30,2021-05-10
000610,SHE,Stock,CNY,2007-08-30,2021-05-10
000611,SHE,Stock,CNY,2007-08-30,2021-05-10
000612,SHE,Stock,CNY,2007-01-04,2021-05-10
000613,SHE,Stock,CNY,2007-08-30,2021-04-23
000615,SHE,Stock,CNY,2007-08-30,2021-05-10
000616,SHE,Stock,CNY,2007-08-30,2021-05-10
000617,SHE,Stock,CNY,2007-08-30,2021-05-10
000618,SHE,Stock,CNY,,
000619,SHE,Stock,CNY,2007-01-04,2021-05-10
000620,SHE,Stock,CNY,2011-07-08,2021-05-10
000621,SHE,Stock,CNY,,
000622,SHE,Stock,CNY,2013-02-08,2021-05-10
000623,SHE,Stock,CNY,2007-01-04,2021-05-10
000625,SHE,Stock,CNY,2007-08-30,2021-05-10
000626,SHE,Stock,CNY,2007-08-30,2021-05-10
000627,SHE,Stock,CNY,2007-01-04,2021-05-10
000628,SHE,Stock,CNY,2007-08-30,2021-05-10
000629,SHE,Stock,CNY,2007-11-05,2021-05-10
000630,SHE,Stock,CNY,2007-01-04,2021-05-10
000631,SHE,Stock,CNY,2009-06-08,2021-05-10
000632,SHE,Stock,CNY,2007-08-30,2021-05-10
000633,SHE,Stock,CNY,2007-08-30,2021-05-10
000635,SHE,Stock,CNY,2007-01-04,2021-05-10
000636,SHE,Stock,CNY,2007-08-30,2021-05-10
000637,SHE,Stock,CNY,2007-01-29,2021-05-10
000638,SHE,Stock,CNY,2009-06-05,2021-05-10
000639,SHE,Stock,CNY,2007-08-30,2021-05-10
000650,SHE,Stock,CNY,2007-03-29,2021-05-10
000651,SHE,Stock,CNY,2007-01-04,2021-05-10
000652,SHE,Stock,CNY,2007-01-04,2021-05-10
000653,SHE,Stock,CNY,,
000655,SHE,Stock,CNY,2007-09-11,2021-05-10
000656,SHE,Stock,CNY,2007-01-04,2021-05-10
000657,SHE,Stock,CNY,2007-08-30,2021-05-10
000658,SHE,Stock,CNY,,
000659,SHE,Stock,CNY,2007-08-30,2021-05-10
000660,SHE,Stock,CNY,,
000661,SHE,Stock,CNY,2007-01-19,2021-05-10
000662,SHE,Stock,CNY,2007-08-30,2021-04-09
000663,SHE,Stock,CNY,2007-08-30,2021-05-10
000665,SHE,Stock,CNY,2007-01-04,2021-05-10
000666,SHE,Stock,CNY,2007-01-04,2021-05-10
000667,SHE,Stock,CNY,2007-08-30,2021-05-10
000668,SHE,Stock,CNY,2007-01-22,2021-05-10
000669,SHE,Stock,CNY,2007-08-30,2021-05-10
000670,SHE,Stock,CNY,2013-02-08,2020-03-19
000671,SHE,Stock,CNY,2007-01-04,2021-05-10
000672,SHE,Stock,CNY,2007-01-04,2021-05-10
000673,SHE,Stock,CNY,2007-08-30,2021-05-10
000675,SHE,Stock,CNY,,
000676,SHE,Stock,CNY,2007-08-30,2021-05-10
000677,SHE,Stock,CNY,2007-08-30,2021-05-10
000678,SHE,Stock,CNY,2007-08-30,2021-05-10
000679,SHE,Stock,CNY,2007-08-30,2021-05-10
000680,SHE,Stock,CNY,2007-08-30,2021-05-10
000681,SHE,Stock,CNY,2007-01-04,2021-05-10
000682,SHE,Stock,CNY,2007-01-04,2021-05-10
000683,SHE,Stock,CNY,2007-08-30,2021-05-10
000685,SHE,Stock,CNY,2007-01-04,2021-05-10
000686,SHE,Stock,CNY,2007-01-09,2021-05-10
000687,SHE,Stock,CNY,2007-08-30,2021-05-10
000688,SHE,Stock,CNY,2013-04-26,2021-05-10
000689,SHE,Stock,CNY,,
000690,SHE,Stock,CNY,2007-01-04,2021-05-10
000691,SHE,Stock,CNY,2007-08-30,2021-05-10
000692,SHE,Stock,CNY,2007-08-30,2021-05-10
000693,SHE,Stock,CNY,2014-01-10,2019-07-08
000695,SHE,Stock,CNY,2007-08-30,2021-05-10
000697,SHE,Stock,CNY,2007-08-30,2021-05-10
000698,SHE,Stock,CNY,2007-08-30,2021-05-10
000699,SHE,Stock,CNY,,
000700,SHE,Stock,CNY,2007-01-04,2021-05-10
000701,SHE,Stock,CNY,2007-08-30,2021-05-10
000702,SHE,Stock,CNY,2007-08-30,2021-05-10
000703,SHE,Stock,CNY,2007-01-04,2021-05-10
000705,SHE,Stock,CNY,2007-01-04,2021-05-10
000707,SHE,Stock,CNY,2007-08-30,2021-05-10
000708,SHE,Stock,CNY,2007-08-30,2021-05-10
000709,SHE,Stock,CNY,2007-08-30,2021-05-10
000710,SHE,Stock,CNY,2007-02-12,2021-05-10
000711,SHE,Stock,CNY,2007-08-30,2021-05-10
000712,SHE,Stock,CNY,2007-08-30,2021-05-10
000713,SHE,Stock,CNY,2007-01-04,2021-05-10
000715,SHE,Stock,CNY,2007-01-04,2021-05-10
000716,SHE,Stock,CNY,2007-01-04,2021-05-10
000717,SHE,Stock,CNY,2007-01-04,2021-05-10
000718,SHE,Stock,CNY,2007-01-04,2021-05-10
000719,SHE,Stock,CNY,2007-01-11,2021-05-10
000720,SHE,Stock,CNY,2007-08-30,2021-05-10
000721,SHE,Stock,CNY,2007-08-30,2021-05-10
000722,SHE,Stock,CNY,2007-01-05,2021-05-10
000723,SHE,Stock,CNY,2007-09-05,2021-05-10
000725,SHE,Stock,CNY,2007-01-04,2021-05-10
000726,SHE,Stock,CNY,2007-01-04,2021-05-10
000727,SHE,Stock,CNY,2007-08-30,2021-05-10
000728,SHE,Stock,CNY,2007-03-19,2021-05-10
000729,SHE,Stock,CNY,2007-01-04,2021-05-10
000730,SHE,Stock,CNY,,
000731,SHE,Stock,CNY,2006-07-25,2021-05-10
000732,SHE,Stock,CNY,2010-09-30,2021-05-10
000733,SHE,Stock,CNY,2007-01-04,2021-05-10
000735,SHE,Stock,CNY,2007-01-04,2021-05-10
000736,SHE,Stock,CNY,2007-10-15,2021-05-10
000737,SHE,Stock,CNY,2007-08-30,2021-05-10
000738,SHE,Stock,CNY,2007-08-30,2021-05-10
000739,SHE,Stock,CNY,2007-01-04,2021-05-10
000748,SHE,Stock,CNY,,
000750,SHE,Stock,CNY,2009-01-19,2021-05-10
000751,SHE,Stock,CNY,2007-11-08,2021-05-10
000752,SHE,Stock,CNY,2007-08-30,2021-05-10
000753,SHE,Stock,CNY,2007-08-30,2021-05-10
000755,SHE,Stock,CNY,2007-08-30,2021-05-10
000756,SHE,Stock,CNY,2002-07-01,2021-05-10
000757,SHE,Stock,CNY,2013-02-08,2021-05-10
000758,SHE,Stock,CNY,2007-08-30,2021-05-10
000759,SHE,Stock,CNY,2007-01-04,2021-05-10
000760,SHE,Stock,CNY,2007-08-30,2020-06-03
000761,SHE,Stock,CNY,2007-08-30,2021-05-10
000762,SHE,Stock,CNY,2007-08-30,2021-05-10
000763,SHE,Stock,CNY,,
000765,SHE,Stock,CNY,,
000766,SHE,Stock,CNY,2007-08-30,2021-05-10
000767,SHE,Stock,CNY,2007-08-30,2021-05-10
000768,SHE,Stock,CNY,2007-01-04,2021-05-10
000769,SHE,Stock,CNY,,
000776,SHE,Stock,CNY,2010-02-12,2021-05-10
000777,SHE,Stock,CNY,2007-01-04,2021-05-10
000778,SHE,Stock,CNY,2007-01-04,2021-05-10
000779,SHE,Stock,CNY,2007-08-30,2021-05-10
000780,SHE,Stock,CNY,2007-08-30,2021-05-10
000782,SHE,Stock,CNY,2007-01-04,2021-05-10
000783,SHE,Stock,CNY,2001-04-03,2021-05-10
000785,SHE,Stock,CNY,2007-01-04,2021-05-10
000786,SHE,Stock,CNY,2007-01-04,2021-05-10
000787,SHE,Stock,CNY,,
000788,SHE,Stock,CNY,2007-08-30,2021-05-10
000789,SHE,Stock,CNY,2007-01-04,2021-05-10
000790,SHE,Stock,CNY,2007-08-30,2021-05-10
000791,SHE,Stock,CNY,2007-01-04,2021-05-10
000792,SHE,Stock,CNY,2007-01-04,2020-04-29
000793,SHE,Stock,CNY,2007-08-30,2021-05-10
000795,SHE,Stock,CNY,2007-08-30,2021-05-10
000796,SHE,Stock,CNY,2007-08-30,2021-05-10
000797,SHE,Stock,CNY,2007-01-04,2021-05-10
000798,SHE,Stock,CNY,2007-08-30,2021-05-10
000799,SHE,Stock,CNY,2007-02-16,2021-05-10
000800,SHE,Stock,CNY,2007-08-30,2021-05-10
000801,SHE,Stock,CNY,2007-08-30,2021-05-10
000802,SHE,Stock,CNY,2007-08-30,2021-05-10
000803,SHE,Stock,CNY,2007-08-30,2021-05-10
000805,SHE,Stock,CNY,,
000806,SHE,Stock,CNY,2007-08-30,2021-05-10
000807,SHE,Stock,CNY,2007-08-30,2021-05-10
000809,SHE,Stock,CNY,2007-09-03,2021-05-10
000810,SHE,Stock,CNY,2007-01-04,2021-05-10
000811,SHE,Stock,CNY,2007-08-30,2021-05-10
000812,SHE,Stock,CNY,2007-01-04,2021-05-10
000813,SHE,Stock,CNY,2007-08-30,2021-05-10
000815,SHE,Stock,CNY,2007-08-30,2021-05-10
000816,SHE,Stock,CNY,2007-08-30,2021-05-10
000817,SHE,Stock,CNY,,
000818,SHE,Stock,CNY,2007-08-30,2021-05-10
000819,SHE,Stock,CNY,2007-02-12,2021-05-10
000820,SHE,Stock,CNY,2007-08-30,2021-05-10
000821,SHE,Stock,CNY,2007-08-30,2021-05-10
000822,SHE,Stock,CNY,2007-01-04,2021-05-10
000823,SHE,Stock,CNY,2007-01-04,2021-05-10
000825,SHE,Stock,CNY,2007-01-04,2021-05-10
000826,SHE,Stock,CNY,2007-08-30,2021-05-10
000827,SHE,Stock,CNY,,
000828,SHE,Stock,CNY,2007-01-04,2021-05-10
000829,SHE,Stock,CNY,2007-01-04,2021-05-10
000830,SHE,Stock,CNY,2007-01-04,2021-05-10
000831,SHE,Stock,CNY,2007-01-04,2021-05-10
000832,SHE,Stock,CNY,,
000833,SHE,Stock,CNY,2007-08-30,2021-05-10
000835,SHE,Stock,CNY,2007-08-30,2021-05-10
000836,SHE,Stock,CNY,2007-08-30,2021-05-10
000837,SHE,Stock,CNY,2007-08-30,2021-05-10
000838,SHE,Stock,CNY,2007-10-22,2021-05-10
000839,SHE,Stock,CNY,2007-08-30,2021-05-10
000848,SHE,Stock,CNY,2007-01-04,2021-05-10
000850,SHE,Stock,CNY,2007-01-04,2021-05-10
000851,SHE,Stock,CNY,2007-01-04,2021-05-10
000852,SHE,Stock,CNY,2007-08-30,2021-05-10
000856,SHE,Stock,CNY,2007-08-30,2021-05-10
000858,SHE,Stock,CNY,2007-01-04,2021-05-10
000859,SHE,Stock,CNY,2007-01-04,2021-05-10
000860,SHE,Stock,CNY,2007-01-04,2021-05-10
000861,SHE,Stock,CNY,2007-01-04,2021-05-10
000862,SHE,Stock,CNY,2007-08-30,2021-05-10
000863,SHE,Stock,CNY,2012-08-03,2021-05-10
000866,SHE,Stock,CNY,,
000868,SHE,Stock,CNY,2007-08-30,2021-05-10
000869,SHE,Stock,CNY,2007-01-04,2021-05-10
000875,SHE,Stock,CNY,2007-08-30,2021-05-10
000876,SHE,Stock,CNY,2007-01-04,2021-05-10
000877,SHE,Stock,CNY,2007-01-04,2021-05-10
000878,SHE,Stock,CNY,2007-08-30,2021-05-10
000880,SHE,Stock,CNY,2007-05-08,2021-05-10
000881,SHE,Stock,CNY,2007-08-30,2021-05-10
000882,SHE,Stock,CNY,2007-01-04,2021-05-10
000883,SHE,Stock,CNY,2007-01-04,2021-05-10
000885,SHE,Stock,CNY,2007-08-30,2021-05-10
000886,SHE,Stock,CNY,2007-01-04,2021-05-10
000887,SHE,Stock,CNY,2007-01-05,2021-05-10
000888,SHE,Stock,CNY,2007-01-04,2021-05-10
000889,SHE,Stock,CNY,2007-08-30,2021-05-10
000890,SHE,Stock,CNY,2007-08-30,2021-05-10
000892,SHE,Stock,CNY,2008-04-24,2021-05-10
000893,SHE,Stock,CNY,2007-08-30,2021-05-10
000895,SHE,Stock,CNY,2007-06-29,2021-05-10
000897,SHE,Stock,CNY,2007-08-30,2021-05-10
000898,SHE,Stock,CNY,2007-01-04,2021-05-10
000899,SHE,Stock,CNY,2007-01-04,2021-05-10
000900,SHE,Stock,CNY,2007-01-04,2021-05-10
000901,SHE,Stock,CNY,2007-01-04,2021-05-10
000902,SHE,Stock,CNY,2007-08-30,2021-05-10
000903,SHE,Stock,CNY,2007-01-04,2021-05-10
000905,SHE,Stock,CNY,2007-01-04,2021-05-10
000906,SHE,Stock,CNY,2007-08-30,2021-05-10
000908,SHE,Stock,CNY,2008-06-11,2021-05-10
000909,SHE,Stock,CNY,2007-08-30,2021-05-10
000910,SHE,Stock,CNY,2007-08-30,2021-05-10
000911,SHE,Stock,CNY,2007-08-30,2021-05-10
000912,SHE,Stock,CNY,2007-08-30,2021-05-10
000913,SHE,Stock,CNY,2007-01-04,2021-05-10
000915,SHE,Stock,CNY,2007-01-04,2021-05-10
000916,SHE,Stock,CNY,2007-08-30,2017-12-04
000917,SHE,Stock,CNY,2007-01-04,2021-05-10
000918,SHE,Stock,CNY,2008-05-13,2021-05-10
000919,SHE,Stock,CNY,2007-01-04,2021-05-10
000920,SHE,Stock,CNY,2007-01-04,2021-05-10
000921,SHE,Stock,CNY,2007-08-30,2021-05-10
000922,SHE,Stock,CNY,2007-01-09,2021-05-10
000923,SHE,Stock,CNY,2007-01-08,2021-05-10
000925,SHE,Stock,CNY,2008-04-11,2021-05-10
000926,SHE,Stock,CNY,2007-01-04,2021-05-10
000927,SHE,Stock,CNY,2007-08-30,2021-05-10
000928,SHE,Stock,CNY,2007-01-04,2021-05-10
000929,SHE,Stock,CNY,2007-08-30,2021-05-10
000930,SHE,Stock,CNY,2007-08-30,2021-05-10
000931,SHE,Stock,CNY,2007-08-30,2021-05-10
000932,SHE,Stock,CNY,2007-01-04,2021-05-10
000933,SHE,Stock,CNY,2007-01-04,2021-05-10
000935,SHE,Stock,CNY,2007-01-04,2021-05-10
000936,SHE,Stock,CNY,2007-01-04,2021-05-10
000937,SHE,Stock,CNY,2007-01-04,2021-05-10
000938,SHE,Stock,CNY,2007-01-04,2021-05-10
000939,SHE,Stock,CNY,2007-08-30,2020-12-16
000948,SHE,Stock,CNY,2007-01-04,2021-05-10
000949,SHE,Stock,CNY,2007-01-04,2021-05-10
000950,SHE,Stock,CNY,2007-08-30,2021-05-10
000951,SHE,Stock,CNY,2007-08-30,2021-05-10
000952,SHE,Stock,CNY,2007-01-04,2021-05-10
000953,SHE,Stock,CNY,2007-08-30,2021-05-10
000955,SHE,Stock,CNY,2007-08-30,2021-05-10
000956,SHE,Stock,CNY,,
000957,SHE,Stock,CNY,2007-08-30,2021-05-10
000958,SHE,Stock,CNY,2007-08-30,2021-05-10
000959,SHE,Stock,CNY,2007-08-30,2021-05-10
000960,SHE,Stock,CNY,2007-08-30,2021-05-10
000961,SHE,Stock,CNY,2007-01-04,2021-05-10
000962,SHE,Stock,CNY,2007-08-30,2021-05-10
000963,SHE,Stock,CNY,2007-01-04,2021-05-10
000965,SHE,Stock,CNY,2007-01-05,2021-05-10
000966,SHE,Stock,CNY,2007-01-04,2021-05-10
000967,SHE,Stock,CNY,2018-01-01,2021-05-10
000968,SHE,Stock,CNY,2007-08-30,2021-05-10
000969,SHE,Stock,CNY,2007-08-30,2021-05-10
000970,SHE,Stock,CNY,2007-01-04,2021-05-10
000971,SHE,Stock,CNY,2007-09-07,2021-05-10
000972,SHE,Stock,CNY,2007-08-30,2021-05-10
000973,SHE,Stock,CNY,2007-01-04,2021-05-10
000975,SHE,Stock,CNY,2007-08-30,2021-05-10
000976,SHE,Stock,CNY,2007-09-17,2021-05-10
000977,SHE,Stock,CNY,2007-01-04,2021-05-10
000978,SHE,Stock,CNY,2007-01-04,2021-05-10
000979,SHE,Stock,CNY,2018-02-14,2018-12-27
000980,SHE,Stock,CNY,2007-08-30,2021-05-10
000981,SHE,Stock,CNY,2007-08-30,2021-05-10
000982,SHE,Stock,CNY,2007-08-30,2021-05-10
000983,SHE,Stock,CNY,2007-01-04,2021-05-10
000985,SHE,Stock,CNY,2007-01-04,2021-05-10
000987,SHE,Stock,CNY,2007-08-30,2021-05-10
000988,SHE,Stock,CNY,2007-01-04,2021-05-10
